record_id,region_name,location_name,country,latitude,longitude,elevation_m,month,year,inundated_area_km2,total_floodplain_area_km2,inundation_fraction,flood_duration_days,water_depth_cm,river_stage_m,rainfall_mm,flood_frequency_class,wetland_habitat_type,vegetation_type,seasonal_flooding,permanent_water_present,suitable_for_rice,suitable_for_wetland_crops,suitable_for_trees,flood_adapted_plants_recommended
128,Llanos_Orinoco,Location_0128,Venezuela,9.9063,-68.9899,239,Mar,1982,12286,40000,0.307,17,118,7.06,310,Frequent,Open_Water,Aquatic,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
129,Roraima,Location_0129,Brazil,3.6736,-61.1519,96,Jul,1980,322,5000,0.064,3,74,9.98,31,Rare,Swamp,Mixed,No,No,No,No,Yes,Standard_Crops_OK
130,Amazon_Mainstem,Location_0130,Brazil,-3.4583,-66.3926,196,Dec,1984,29135,50000,0.583,29,137,8.75,210,Annual,Swamp,Sedges,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
131,Bananal,Location_0131,Brazil,-9.6984,-50.2477,89,Dec,1986,4234,20000,0.212,27,41,1.76,399,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
132,Llanos_de_Mojos,Location_0132,Bolivia,-12.9427,-66.0769,72,Aug,1981,17151,60000,0.286,3,39,3.1,74,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
133,Llanos_Orinoco,Location_0133,Venezuela,4.2991,-68.5261,122,Mar,1979,19654,40000,0.491,29,140,2.03,283,Frequent,Open_Water,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
134,Llanos_Orinoco,Location_0134,Venezuela,4.2067,-66.4112,105,Mar,1987,27400,40000,0.685,16,295,10.82,159,Annual,Swamp,Mixed,Yes,No,No,No,No,Aquatic_Plants_Only
135,Amazon_Mainstem,Location_0135,Brazil,-2.5304,-56.0224,203,Jan,1981,34417,50000,0.688,15,139,3.41,326,Annual,Riparian,Sedges,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
136,Llanos_Orinoco,Location_0136,Venezuela,8.7574,-66.0988,75,Sep,1981,6427,40000,0.161,7,11,3.73,100,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
137,Amazon_Mainstem,Location_0137,Brazil,-1.6343,-61.1814,177,Aug,1984,6809,50000,0.136,5,23,5.28,23,Occasional,Savanna,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
138,Amazon_Mainstem,Location_0138,Brazil,-4.4013,-57.3766,189,Dec,1981,28666,50000,0.573,26,77,11.77,304,Annual,Riparian,Forest,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
139,Roraima,Location_0139,Brazil,3.9535,-61.0424,218,Feb,1983,1260,5000,0.252,15,26,4.86,304,Occasional,Floodplain_Forest,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
140,Llanos_de_Mojos,Location_0140,Bolivia,-14.2747,-61.4906,142,Apr,1987,28662,60000,0.478,22,114,5.16,318,Frequent,Marsh,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
141,Roraima,Location_0141,Brazil,4.4981,-59.0849,105,Apr,1979,1070,5000,0.214,23,33,2.61,302,Occasional,Swamp,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
142,Roraima,Location_0142,Brazil,4.02,-60.6833,204,Jul,1982,616,5000,0.123,3,72,0.72,71,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
143,Llanos_de_Mojos,Location_0143,Bolivia,-14.5647,-65.875,207,Dec,1979,50146,60000,0.836,29,245,4.46,243,Permanent,Riparian,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
144,Pantanal,Location_0144,Brazil,-16.7238,-55.5347,131,Feb,1981,78131,140000,0.558,29,81,3.16,273,Annual,Savanna,Aquatic,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
145,Llanos_de_Mojos,Location_0145,Bolivia,-13.0476,-64.4299,240,Sep,1986,10171,60000,0.17,6,48,9.26,29,Occasional,Marsh,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
146,Llanos_Orinoco,Location_0146,Venezuela,4.6707,-67.1815,238,Apr,1981,12755,40000,0.319,15,70,9.38,196,Frequent,Riparian,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
147,Llanos_Orinoco,Location_0147,Venezuela,6.2626,-67.4806,59,Aug,1983,7522,40000,0.188,9,71,2.42,85,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
148,Bananal,Location_0148,Brazil,-13.8217,-49.9636,67,Jun,1985,1110,20000,0.056,4,74,8.76,80,Rare,Swamp,Forest,No,No,No,No,Yes,Standard_Crops_OK
149,Llanos_de_Mojos,Location_0149,Bolivia,-14.1373,-66.8559,86,Dec,1984,35642,60000,0.594,16,109,8.34,252,Annual,Riparian,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
150,Amazon_Mainstem,Location_0150,Brazil,-2.7879,-59.0005,92,Aug,1984,5934,50000,0.119,10,24,6.37,27,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
151,Bananal,Location_0151,Brazil,-13.4436,-51.9413,225,Mar,1980,5720,20000,0.286,22,11,3.61,320,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
152,Amazon_Mainstem,Location_0152,Brazil,-2.8547,-62.4523,167,Apr,1984,34730,50000,0.695,19,160,11.43,351,Annual,Open_Water,Grassland,Yes,No,Yes,No,No,Aquatic_Plants_Only
153,Roraima,Location_0153,Brazil,2.751,-60.8526,105,Feb,1980,1283,5000,0.257,24,39,9.81,298,Occasional,Savanna,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
154,Roraima,Location_0154,Brazil,3.5201,-60.8922,64,Sep,1981,363,5000,0.073,2,20,3.26,58,Rare,Open_Water,Mixed,No,No,No,No,Yes,Standard_Crops_OK
155,Llanos_Orinoco,Location_0155,Venezuela,7.2516,-71.5012,120,Dec,1986,24132,40000,0.603,17,106,7.18,308,Annual,Open_Water,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
156,Roraima,Location_0156,Brazil,4.0879,-60.2609,102,Dec,1981,1024,5000,0.205,25,13,2.08,385,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
157,Pantanal,Location_0157,Brazil,-19.6434,-57.4583,239,Dec,1981,95561,140000,0.683,25,194,6.68,364,Annual,Savanna,Grassland,Yes,No,Yes,No,No,Aquatic_Plants_Only
158,Roraima,Location_0158,Brazil,3.9178,-59.7574,62,Mar,1980,1744,5000,0.349,24,99,4.93,328,Frequent,Floodplain_Forest,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
159,Bananal,Location_0159,Brazil,-13.7236,-51.4235,165,Sep,1987,1313,20000,0.066,9,65,11.56,83,Rare,Open_Water,Mixed,No,No,No,No,Yes,Standard_Crops_OK
160,Bananal,Location_0160,Brazil,-11.0308,-51.2169,68,Sep,1982,1157,20000,0.058,8,20,1.59,86,Rare,Marsh,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
161,Llanos_Orinoco,Location_0161,Venezuela,6.7087,-66.9437,160,Mar,1982,24345,40000,0.609,19,274,1.85,332,Annual,Marsh,Palm_Swamp,Yes,No,No,No,No,Aquatic_Plants_Only
162,Amazon_Mainstem,Location_0162,Brazil,-2.4968,-68.8545,113,Mar,1986,15216,50000,0.304,18,113,11.45,202,Frequent,Swamp,Aquatic,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
163,Amazon_Mainstem,Location_0163,Brazil,-3.2808,-67.5887,202,Feb,1980,24083,50000,0.482,28,78,8.68,168,Frequent,Floodplain_Forest,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
164,Llanos_de_Mojos,Location_0164,Bolivia,-15.9141,-61.6419,204,Jan,1980,36490,60000,0.608,16,155,9.22,350,Annual,Marsh,Forest,Yes,No,Yes,No,No,Aquatic_Plants_Only
165,Llanos_de_Mojos,Location_0165,Bolivia,-13.4475,-66.2303,135,Oct,1984,17673,60000,0.295,5,35,2.96,59,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
166,Bananal,Location_0166,Brazil,-13.0761,-50.8007,232,Apr,1985,4049,20000,0.202,28,49,7.01,245,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
167,Pantanal,Location_0167,Brazil,-17.3817,-57.4313,88,Apr,1987,88937,140000,0.635,21,233,7.81,270,Annual,Open_Water,Palm_Swamp,Yes,No,No,No,No,Aquatic_Plants_Only
168,Llanos_Orinoco,Location_0168,Venezuela,9.7741,-71.046,146,Apr,1982,27793,40000,0.695,24,173,3.44,360,Annual,Riparian,Mixed,Yes,No,Yes,No,No,Aquatic_Plants_Only
169,Amazon_Mainstem,Location_0169,Brazil,-2.2048,-61.2791,101,Feb,1979,32563,50000,0.651,22,235,10.61,279,Annual,Riparian,Aquatic,Yes,No,No,No,No,Aquatic_Plants_Only
170,Llanos_Orinoco,Location_0170,Venezuela,5.6917,-71.5282,131,Jun,1984,6519,40000,0.163,10,52,8.45,84,Occasional,Swamp,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
171,Pantanal,Location_0171,Brazil,-18.1831,-55.0322,62,Apr,1984,79564,140000,0.568,17,119,0.64,297,Annual,Marsh,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
172,Llanos_de_Mojos,Location_0172,Bolivia,-14.446,-63.8278,185,Mar,1980,53854,60000,0.898,28,124,8.91,295,Permanent,Savanna,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
173,Llanos_de_Mojos,Location_0173,Bolivia,-14.7113,-62.5213,247,Oct,1984,12782,60000,0.213,6,63,6.63,95,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
174,Amazon_Mainstem,Location_0174,Brazil,-1.7366,-53.9101,129,May,1982,31925,50000,0.638,15,239,4.06,267,Annual,Riparian,Aquatic,Yes,No,No,No,No,Aquatic_Plants_Only
175,Llanos_Orinoco,Location_0175,Venezuela,7.791,-69.0933,187,Aug,1979,4654,40000,0.116,6,1,2.86,51,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
176,Pantanal,Location_0176,Brazil,-18.8611,-57.2895,103,May,1980,119100,140000,0.851,25,235,5.42,329,Permanent,Floodplain_Forest,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
177,Roraima,Location_0177,Brazil,2.702,-59.6418,66,Nov,1981,1093,5000,0.219,27,16,8.16,316,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
178,Llanos_Orinoco,Location_0178,Venezuela,5.5821,-70.772,73,Aug,1985,7598,40000,0.19,7,73,4.92,69,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
179,Amazon_Mainstem,Location_0179,Brazil,-2.5972,-53.7162,152,Oct,1980,7016,50000,0.14,8,29,3.69,88,Occasional,Open_Water,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
180,Pantanal,Location_0180,Brazil,-20.0757,-55.8844,64,Oct,1983,39625,140000,0.283,4,1,8.21,21,Occasional,Open_Water,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
181,Llanos_Orinoco,Location_0181,Venezuela,8.5753,-70.0998,136,Jun,1987,5582,40000,0.14,8,16,11.19,79,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
182,Pantanal,Location_0182,Brazil,-19.3327,-57.3276,242,Dec,1982,106092,140000,0.758,30,108,4.56,201,Permanent,Riparian,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
183,Llanos_de_Mojos,Location_0183,Bolivia,-13.8226,-65.7231,137,Jul,1985,8078,60000,0.135,9,5,0.63,70,Occasional,Savanna,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
184,Roraima,Location_0184,Brazil,4.4986,-61.2235,56,May,1986,2045,5000,0.409,16,136,10.62,316,Frequent,Swamp,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
185,Roraima,Location_0185,Brazil,2.79,-59.5886,163,Aug,1980,558,5000,0.112,4,50,1.63,67,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
186,Llanos_de_Mojos,Location_0186,Bolivia,-15.5461,-61.2872,55,Jun,1980,14134,60000,0.236,10,28,9.98,67,Occasional,Riparian,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
187,Bananal,Location_0187,Brazil,-12.012,-49.5228,143,Apr,1986,4069,20000,0.203,29,38,6.73,173,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
188,Bananal,Location_0188,Brazil,-10.5674,-51.6399,66,Oct,1983,2391,20000,0.12,10,65,11.39,54,Occasional,Swamp,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
189,Roraima,Location_0189,Brazil,3.9983,-59.337,247,May,1979,1952,5000,0.39,29,56,1.65,360,Frequent,Swamp,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
190,Amazon_Mainstem,Location_0190,Brazil,-2.8453,-61.5814,50,Sep,1981,3611,50000,0.072,7,61,6.86,72,Rare,Savanna,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
191,Llanos_Orinoco,Location_0191,Venezuela,6.5194,-68.3153,104,Oct,1983,5089,40000,0.127,0,33,7.19,67,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
192,Pantanal,Location_0192,Brazil,-17.9715,-57.3274,120,Mar,1980,83351,140000,0.595,24,133,6.02,373,Annual,Riparian,Grassland,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
193,Llanos_Orinoco,Location_0193,Venezuela,9.8195,-69.4745,121,May,1986,26915,40000,0.673,27,158,0.82,374,Annual,Floodplain_Forest,Sedges,Yes,No,Yes,No,No,Aquatic_Plants_Only
194,Bananal,Location_0194,Brazil,-9.6674,-51.7031,228,Jun,1987,1417,20000,0.071,1,22,5.64,85,Rare,Riparian,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
195,Amazon_Mainstem,Location_0195,Brazil,-4.4088,-57.0666,194,Jun,1985,6752,50000,0.135,6,13,2.05,22,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
196,Bananal,Location_0196,Brazil,-13.7274,-51.2414,54,Oct,1982,2976,20000,0.149,2,29,6.41,21,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
197,Pantanal,Location_0197,Brazil,-18.6011,-57.8617,54,Apr,1986,84683,140000,0.605,24,264,3.71,363,Annual,Savanna,Sedges,Yes,No,No,No,No,Aquatic_Plants_Only
198,Amazon_Mainstem,Location_0198,Brazil,-3.6192,-59.4909,239,Aug,1987,5804,50000,0.116,10,74,11.87,38,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
199,Llanos_Orinoco,Location_0199,Venezuela,8.4406,-68.2679,83,Oct,1984,6992,40000,0.175,0,15,5.96,80,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
200,Amazon_Mainstem,Location_0200,Brazil,-2.7217,-56.0337,239,Aug,1987,7419,50000,0.148,6,1,6.1,96,Occasional,Open_Water,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
201,Pantanal,Location_0201,Brazil,-16.3999,-55.3102,94,Jun,1979,18189,140000,0.13,2,46,10.53,71,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
202,Bananal,Location_0202,Brazil,-12.1451,-51.7847,246,Oct,1979,2935,20000,0.147,2,18,7.31,55,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
203,Bananal,Location_0203,Brazil,-10.5224,-51.0994,193,Jun,1980,2980,20000,0.149,9,74,8.34,92,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
204,Llanos_Orinoco,Location_0204,Venezuela,8.4782,-71.5631,142,Oct,1979,2859,40000,0.071,0,43,5.83,24,Rare,Swamp,Forest,No,No,No,No,Yes,Standard_Crops_OK
205,Pantanal,Location_0205,Brazil,-17.6532,-56.4576,112,Mar,1986,108409,140000,0.774,22,279,1.71,333,Permanent,Floodplain_Forest,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
206,Bananal,Location_0206,Brazil,-10.0684,-50.5315,167,May,1982,7673,20000,0.384,16,115,0.6,251,Frequent,Open_Water,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
207,Llanos_de_Mojos,Location_0207,Bolivia,-13.1638,-62.0364,55,Apr,1983,44952,60000,0.749,24,275,4.66,246,Permanent,Riparian,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
208,Bananal,Location_0208,Brazil,-9.7761,-49.6968,68,Sep,1985,1347,20000,0.067,1,17,0.95,94,Rare,Savanna,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
209,Pantanal,Location_0209,Brazil,-17.8088,-56.5064,96,Jun,1984,29983,140000,0.214,0,76,8.5,93,Occasional,Open_Water,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
210,Llanos_Orinoco,Location_0210,Venezuela,8.8449,-66.3451,167,Jul,1986,7674,40000,0.192,1,44,0.98,84,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
211,Llanos_Orinoco,Location_0211,Venezuela,4.2407,-69.0515,51,Dec,1981,23028,40000,0.576,18,79,11.83,262,Annual,Savanna,Sedges,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
212,Amazon_Mainstem,Location_0212,Brazil,-1.585,-65.7792,173,Mar,1983,29093,50000,0.582,19,88,9.57,280,Annual,Open_Water,Mixed,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
213,Llanos_de_Mojos,Location_0213,Bolivia,-13.1701,-61.306,215,Oct,1980,8445,60000,0.141,0,45,6.12,76,Occasional,Riparian,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
214,Roraima,Location_0214,Brazil,2.8729,-59.5635,133,Mar,1984,2004,5000,0.401,24,125,3.68,315,Frequent,Floodplain_Forest,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
215,Amazon_Mainstem,Location_0215,Brazil,-3.5112,-56.5445,50,Oct,1980,8531,50000,0.171,10,63,4.58,75,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
216,Pantanal,Location_0216,Brazil,-17.2647,-56.9829,120,May,1984,90460,140000,0.646,22,110,5.68,180,Annual,Marsh,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
217,Pantanal,Location_0217,Brazil,-18.9497,-56.1395,201,Mar,1980,84122,140000,0.601,18,149,10.17,223,Annual,Swamp,Sedges,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
218,Roraima,Location_0218,Brazil,4.3161,-60.4956,166,Sep,1982,500,5000,0.1,3,76,10.64,92,Rare,Floodplain_Forest,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
219,Pantanal,Location_0219,Brazil,-17.3185,-56.2824,241,Sep,1981,39826,140000,0.284,2,24,5.35,78,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
220,Roraima,Location_0220,Brazil,3.8668,-59.8952,97,May,1980,1850,5000,0.37,25,84,5.32,376,Frequent,Savanna,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
221,Llanos_Orinoco,Location_0221,Venezuela,4.5532,-69.3051,233,Nov,1983,17237,40000,0.431,26,63,8.57,265,Frequent,Marsh,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
222,Bananal,Location_0222,Brazil,-10.0436,-50.7741,130,Aug,1984,2160,20000,0.108,3,25,5.22,72,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
223,Pantanal,Location_0223,Brazil,-20.9645,-56.2098,201,Nov,1982,84396,140000,0.603,30,196,1.54,225,Annual,Marsh,Forest,Yes,No,Yes,No,No,Aquatic_Plants_Only
224,Llanos_de_Mojos,Location_0224,Bolivia,-13.947,-64.3848,233,Mar,1984,30117,60000,0.502,25,113,3.11,274,Annual,Savanna,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
225,Bananal,Location_0225,Brazil,-9.4456,-50.8455,90,Nov,1979,5412,20000,0.271,26,7,6.32,193,Occasional,Floodplain_Forest,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
226,Llanos_de_Mojos,Location_0226,Bolivia,-14.8408,-67.7179,141,Mar,1983,25663,60000,0.428,29,75,1.09,229,Frequent,Floodplain_Forest,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
227,Llanos_Orinoco,Location_0227,Venezuela,6.6627,-68.2957,143,Mar,1986,19692,40000,0.492,20,114,7.29,325,Frequent,Swamp,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
228,Llanos_Orinoco,Location_0228,Venezuela,7.8843,-71.0972,245,Mar,1983,18567,40000,0.464,26,113,6.22,362,Frequent,Marsh,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
229,Llanos_de_Mojos,Location_0229,Bolivia,-15.4978,-66.3764,81,Aug,1982,14331,60000,0.239,9,78,11.1,39,Occasional,Open_Water,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
230,Llanos_de_Mojos,Location_0230,Bolivia,-14.0324,-67.7077,124,Mar,1981,32985,60000,0.55,23,97,10.4,397,Annual,Marsh,Palm_Swamp,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
231,Bananal,Location_0231,Brazil,-12.486,-49.6566,230,Apr,1987,7895,20000,0.395,16,120,5.91,228,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
232,Llanos_Orinoco,Location_0232,Venezuela,6.8109,-66.5529,236,Sep,1983,4804,40000,0.12,7,28,1.48,52,Occasional,Marsh,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
233,Pantanal,Location_0233,Brazil,-19.4048,-56.6354,241,Mar,1984,117465,140000,0.839,16,131,11.44,233,Permanent,Marsh,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
234,Llanos_Orinoco,Location_0234,Venezuela,9.5283,-67.5092,58,Sep,1986,7980,40000,0.2,10,22,3.92,79,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
235,Pantanal,Location_0235,Brazil,-20.5659,-56.2934,150,Dec,1982,91773,140000,0.656,20,130,5.01,365,Annual,Marsh,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
236,Bananal,Location_0236,Brazil,-9.2052,-50.3761,194,Jun,1987,2845,20000,0.142,0,41,3.2,72,Occasional,Open_Water,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
237,Amazon_Mainstem,Location_0237,Brazil,-2.6939,-59.5147,239,Feb,1980,18905,50000,0.378,19,136,5.73,194,Frequent,Marsh,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
238,Pantanal,Location_0238,Brazil,-16.2004,-56.6666,144,Nov,1986,107572,140000,0.768,18,296,11.24,322,Permanent,Swamp,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
239,Amazon_Mainstem,Location_0239,Brazil,-1.6254,-68.1029,227,Jun,1982,7205,50000,0.144,2,34,10.38,78,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
240,Roraima,Location_0240,Brazil,3.1396,-59.1132,188,Jul,1980,277,5000,0.055,6,1,7.53,54,Rare,Savanna,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
241,Amazon_Mainstem,Location_0241,Brazil,-3.4838,-67.5755,50,Sep,1983,4349,50000,0.087,2,54,6.85,36,Rare,Marsh,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
242,Amazon_Mainstem,Location_0242,Brazil,-3.8268,-64.0285,216,Aug,1980,8860,50000,0.177,1,73,11.0,44,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
243,Bananal,Location_0243,Brazil,-10.3819,-50.1204,62,Apr,1983,5951,20000,0.298,22,13,4.95,230,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
244,Pantanal,Location_0244,Brazil,-19.2721,-57.5322,228,Feb,1982,119980,140000,0.857,15,177,5.76,255,Permanent,Riparian,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
245,Llanos_de_Mojos,Location_0245,Bolivia,-12.7866,-63.1005,75,Apr,1982,38341,60000,0.639,17,135,10.85,361,Annual,Floodplain_Forest,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
246,Amazon_Mainstem,Location_0246,Brazil,-1.8036,-54.8473,204,Apr,1981,31216,50000,0.624,27,204,3.79,357,Annual,Open_Water,Forest,Yes,No,No,No,No,Aquatic_Plants_Only
247,Llanos_de_Mojos,Location_0247,Bolivia,-15.7108,-62.8657,136,Dec,1983,33500,60000,0.558,23,149,8.2,235,Annual,Swamp,Grassland,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
248,Bananal,Location_0248,Brazil,-13.7777,-51.2918,102,Aug,1983,1000,20000,0.05,8,19,8.19,66,Rare,Savanna,Mixed,No,No,No,No,Yes,Standard_Crops_OK
249,Amazon_Mainstem,Location_0249,Brazil,-3.2425,-61.6788,142,Oct,1986,4885,50000,0.098,8,35,11.37,86,Rare,Savanna,Sedges,No,No,No,No,Yes,Standard_Crops_OK
250,Amazon_Mainstem,Location_0250,Brazil,-2.3432,-60.0218,126,Feb,1985,20522,50000,0.41,27,87,10.52,231,Frequent,Floodplain_Forest,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
251,Roraima,Location_0251,Brazil,3.3912,-61.4474,122,Feb,1987,1439,5000,0.288,22,27,1.33,296,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
252,Pantanal,Location_0252,Brazil,-16.595,-55.5689,215,Aug,1979,25872,140000,0.185,4,70,3.75,85,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
253,Pantanal,Location_0253,Brazil,-20.5278,-55.2932,71,Aug,1984,19811,140000,0.142,2,73,8.9,60,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
254,Bananal,Location_0254,Brazil,-11.1349,-50.9751,72,Sep,1979,2331,20000,0.117,6,3,7.03,23,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
255,Bananal,Location_0255,Brazil,-10.5142,-51.0553,146,May,1987,7669,20000,0.383,24,106,6.05,380,Frequent,Savanna,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
